translation_id,target,target_type,event_count,weighted_event_count,corpus_words,events_per_10k_words
cowper_1791,ATHENA,character,62,38.538349999999994,113783,5.44896865085294
cowper_1791,BLOOD,concept_or_setting,7,6.1332,113783,0.6152061379995254
cowper_1791,BOW,concept_or_setting,19,15.1031,113783,1.6698452317129975
cowper_1791,CALYPSO,character,13,9.5798,113783,1.1425256848562615
cowper_1791,CIRCE,character,21,13.8642,113783,1.8456184139985763
cowper_1791,CLYTEMNESTRA,character,6,3.9044,113783,0.5273195468567361
cowper_1791,CYCLOPES,group,5,1.62385,113783,0.43943295571394675
cowper_1791,DAWN,concept_or_setting,26,19.5219,113783,2.285051369712523
cowper_1791,DEATH,concept_or_setting,17,14.6494,113783,1.494072049427419
cowper_1791,DEMODOCUS,character,7,4.6765,113783,0.6152061379995254
cowper_1791,EARTH,concept_or_setting,26,21.0144,113783,2.285051369712523
cowper_1791,EURYCLEIA,character,9,6.5869,113783,0.7909793202851041
cowper_1791,EURYMACHUS,character,19,9.354999999999999,113783,1.6698452317129975
cowper_1791,FATE,concept_or_setting,13,8.2465,113783,1.1425256848562615
cowper_1791,FIRE,concept_or_setting,6,4.8556,113783,0.5273195468567361
cowper_1791,GENERIC_CAVE,generic,3,2.4815,113783,0.26365977342836805
cowper_1791,GENERIC_CITY,generic,11,7.20775,113783,0.9667525025706828
cowper_1791,GENERIC_DAUGHTER,generic,24,18.0016,113783,2.1092781874269444
cowper_1791,GENERIC_FATHER,generic,24,17.67315,113783,2.1092781874269444
cowper_1791,GENERIC_FRIEND,generic,18,13.591750000000001,113783,1.5819586405702082
cowper_1791,GENERIC_GOD,generic,3,1.03875,113783,0.26365977342836805
cowper_1791,GENERIC_GODDESS,generic,11,7.31125,113783,0.9667525025706828
cowper_1791,GENERIC_GUEST,generic,12,9.3729,113783,1.0546390937134722
cowper_1791,GENERIC_HERO,generic,15,10.7898,113783,1.31829886714184
cowper_1791,GENERIC_HOST,generic,6,4.7103,113783,0.5273195468567361
cowper_1791,GENERIC_HUSBAND,generic,3,2.2626,113783,0.26365977342836805
cowper_1791,GENERIC_ISLAND,generic,1,0.6368,113783,0.08788659114278935
cowper_1791,GENERIC_KING,generic,16,12.905,113783,1.4061854582846296
cowper_1791,GENERIC_MAN,generic,30,17.60595,113783,2.63659773428368
cowper_1791,GENERIC_MONSTER,generic,2,0.3716,113783,0.1757731822855787
cowper_1791,GENERIC_MOTHER,generic,5,4.1591000000000005,113783,0.43943295571394675
cowper_1791,GENERIC_MOUNTAIN,generic,2,1.5402,113783,0.1757731822855787
cowper_1791,GENERIC_NYMPH,generic,5,2.55715,113783,0.43943295571394675
cowper_1791,GENERIC_QUEEN,generic,12,8.13705,113783,1.0546390937134722
cowper_1791,GENERIC_RIVER,generic,1,0.6368,113783,0.08788659114278935
cowper_1791,GENERIC_SERVANT,generic,1,0.8557,113783,0.08788659114278935
cowper_1791,GENERIC_SHORE,generic,7,4.24965,113783,0.6152061379995254
cowper_1791,GENERIC_SON,generic,43,29.20675,113783,3.7791234191399417
cowper_1791,GENERIC_STRANGER,generic,10,5.8237,113783,0.8788659114278935
cowper_1791,GENERIC_WARRIOR,generic,1,0.6368,113783,0.08788659114278935
cowper_1791,GENERIC_WIFE,generic,6,3.7889,113783,0.5273195468567361
cowper_1791,GENERIC_WOMAN,generic,5,3.0248500000000003,113783,0.43943295571394675
cowper_1791,GODS,group,18,11.719,113783,1.5819586405702082
cowper_1791,HELEN,character,15,10.5908,113783,1.31829886714184
cowper_1791,HERA,character,3,2.0139,113783,0.26365977342836805
cowper_1791,HERMES,character,8,5.2775,113783,0.7030927291423148
cowper_1791,HOME,concept_or_setting,32,24.505,113783,2.812370916569259
cowper_1791,ITHACA,place,7,6.4954,113783,0.6152061379995254
cowper_1791,JOURNEY,concept_or_setting,48,36.82765,113783,4.218556374853889
