translation_id,attribute,category,valence,event_count,weighted_event_count,corpus_words,events_per_10k_words
butler_1900,gray,color_hue,context_dependent,10,8.7958,117320,0.8523695874531196
butler_1900,gray-eyed,color_complex,unassigned,1,0.8865,117320,0.08523695874531197
butler_1900,great,scale_intensity,unassigned,136,98.8001,117320,11.592226389362429
butler_1900,green,color_hue,context_dependent,4,2.4676,117320,0.34094783498124787
butler_1900,grieving,affect_state,unassigned,6,1.8955499999999998,117320,0.5114217524718718
butler_1900,guiltless,moral_evaluation,positive,2,1.8706,117320,0.17047391749062393
butler_1900,handsome,appearance_age,positive,6,4.1193,117320,0.5114217524718718
butler_1900,happy,affect_state,unassigned,8,5.371,117320,0.6818956699624957
butler_1900,high,scale_intensity,unassigned,29,18.00825,117320,2.471871803614047
butler_1900,holy,moral_evaluation,positive,4,3.5024,117320,0.34094783498124787
butler_1900,honest,moral_evaluation,positive,1,-0.4428,117320,0.08523695874531197
butler_1900,hospitable,behavior_disposition,positive,3,1.7312999999999998,117320,0.2557108762359359
butler_1900,huge,scale_intensity,unassigned,9,6.2277,117320,0.7671326287078077
butler_1900,insolent,behavior_disposition,negative,8,6.8812,117320,0.6818956699624957
butler_1900,intelligent,cognitive_evaluation,positive,1,0.5771,117320,0.08523695874531197
butler_1900,joyful,affect_state,positive,1,0.5771,117320,0.08523695874531197
butler_1900,just,moral_evaluation,positive,53,37.0039,117320,4.517558813501534
butler_1900,keen,cognitive_evaluation,positive,4,2.388,117320,0.34094783498124787
butler_1900,kind,moral_evaluation,positive,36,20.38075,117320,3.068530514831231
butler_1900,knowing,cognitive_evaluation,positive,1,0.7363,117320,0.08523695874531197
butler_1900,lawless,moral_evaluation,negative,3,2.7701000000000002,117320,0.2557108762359359
butler_1900,little,scale_intensity,unassigned,23,15.9706,117320,1.9604500511421754
butler_1900,long,scale_intensity,unassigned,104,74.56865,117320,8.864643709512444
butler_1900,lordly,social_status,unassigned,2,1.5323,117320,0.17047391749062393
butler_1900,lovely,appearance_age,positive,10,6.93515,117320,0.8523695874531196
butler_1900,low,scale_intensity,unassigned,7,4.35215,117320,0.5966587112171838
butler_1900,loyal,moral_evaluation,positive,2,1.9104,117320,0.17047391749062393
butler_1900,melancholy,affect_state,negative,4,2.7462,117320,0.34094783498124787
butler_1900,mighty,scale_intensity,positive,13,10.567,117320,1.1080804636890556
butler_1900,narrow,scale_intensity,unassigned,5,4.0893999999999995,117320,0.4261847937265598
butler_1900,noble,moral_evaluation,positive,29,22.43845,117320,2.471871803614047
butler_1900,old,appearance_age,unassigned,121,81.3579,117320,10.313672008182747
butler_1900,patient,affect_state,positive,1,0.985,117320,0.08523695874531197
butler_1900,peaceful,behavior_disposition,positive,1,0.8597,117320,0.08523695874531197
butler_1900,powerful,agency_capacity,positive,3,2.5751,117320,0.2557108762359359
butler_1900,purple,color_hue,context_dependent,6,4.0895,117320,0.5114217524718718
butler_1900,raging,affect_state,negative,2,1.7212999999999998,117320,0.17047391749062393
butler_1900,red,color_hue,context_dependent,4,2.6864999999999997,117320,0.34094783498124787
butler_1900,righteous,moral_evaluation,positive,1,0.5771,117320,0.08523695874531197
butler_1900,rosy-fingered,color_complex,unassigned,21,18.0258,117320,1.7899761336515514
butler_1900,royal,social_status,unassigned,1,-0.36815,117320,0.08523695874531197
butler_1900,sacred,moral_evaluation,positive,2,1.5232999999999999,117320,0.17047391749062393
butler_1900,sad,affect_state,negative,6,5.2337,117320,0.5114217524718718
butler_1900,savage,behavior_disposition,negative,9,5.4068499999999995,117320,0.7671326287078077
butler_1900,shameless,moral_evaluation,negative,2,1.6915,117320,0.17047391749062393
butler_1900,shining,luminosity,positive,1,0.8597,117320,0.08523695874531197
butler_1900,shrewd,cognitive_evaluation,positive,1,0.5771,117320,0.08523695874531197
butler_1900,silver,color_material,context_dependent,15,9.353,117320,1.2785543811796793
butler_1900,small,appearance_age,unassigned,7,4.9859,117320,0.5966587112171838
butler_1900,sorrowful,affect_state,negative,1,0.9552,117320,0.08523695874531197
butler_1900,splendid,luminosity,positive,5,3.7353,117320,0.4261847937265598
butler_1900,strong,agency_capacity,positive,22,12.208649999999999,117320,1.8752130923968633
butler_1900,subtle,cognitive_evaluation,unassigned,1,-0.28855,117320,0.08523695874531197
butler_1900,tall,appearance_age,unassigned,8,3.9381,117320,0.6818956699624957
butler_1900,unhappy,affect_state,negative,16,11.83045,117320,1.3637913399249915
butler_1900,unjust,moral_evaluation,negative,1,0.5771,117320,0.08523695874531197
butler_1900,valiant,agency_capacity,positive,9,5.92615,117320,0.7671326287078077
butler_1900,vast,scale_intensity,unassigned,2,1.1542,117320,0.17047391749062393
butler_1900,weak,agency_capacity,negative,3,1.3522,117320,0.2557108762359359
butler_1900,weary,affect_state,negative,4,3.5343,117320,0.34094783498124787
butler_1900,white,color_hue,context_dependent,12,7.7212,117320,1.0228435049437437
butler_1900,wicked,moral_evaluation,negative,24,20.1249,117320,2.0456870098874873
butler_1900,wide,scale_intensity,unassigned,2,1.5621,117320,0.17047391749062393
butler_1900,wily,cognitive_evaluation,unassigned,1,-0.4428,117320,0.08523695874531197
butler_1900,wise,cognitive_evaluation,positive,12,6.0277,117320,1.0228435049437437
butler_1900,yellow,color_hue,context_dependent,3,2.1391999999999998,117320,0.2557108762359359
butler_1900,young,appearance_age,unassigned,62,44.82165,117320,5.284691442209342
chapman_1616,able,agency_capacity,unassigned,4,2.9392,133440,0.2997601918465228
chapman_1616,afraid,affect_state,negative,2,1.1542,133440,0.1498800959232614
chapman_1616,aged,appearance_age,unassigned,17,12.5768,133440,1.273980815347722
chapman_1616,ancient,appearance_age,unassigned,2,1.8109000000000002,133440,0.1498800959232614
chapman_1616,angry,affect_state,negative,15,11.741,133440,1.1241007194244605
chapman_1616,ashen,color_complex,context_dependent,1,0.5771,133440,0.0749400479616307
chapman_1616,base,moral_evaluation,negative,12,7.48035,133440,0.8992805755395684
chapman_1616,bitter,affect_state,negative,21,15.4901,133440,1.5737410071942444
chapman_1616,black,color_hue,context_dependent,30,23.5587,133440,2.248201438848921
chapman_1616,blameless,moral_evaluation,positive,3,2.2885,133440,0.2248201438848921
chapman_1616,blue,color_hue,context_dependent,6,4.1074,133440,0.4496402877697842
chapman_1616,bold,behavior_disposition,unassigned,25,17.04035,133440,1.8735011990407673
