translation_id,target_hyperedges,attribute_vertices,nonzero_incidences,incidence_density,mean_attributes_per_target,weighted_incidence_sum,incidence_entropy_bits
butcher_lang_1879,90,131,967,0.0820186598812553,10.744444444444444,2045.3367,8.79779687351219
butler_1900,89,115,785,0.07669760625305325,8.820224719101123,1067.4897,9.014154377720814
chapman_1616,87,118,1069,0.10413013832067017,12.28735632183908,1482.317,9.565321699847644
cowper_1791,86,135,952,0.08199827734711455,11.069767441860465,1301.55825,9.113737218320974
murray_1919,94,124,992,0.0851063829787234,10.553191489361701,1628.8796999999997,9.016756588424933
pope_1726,89,139,1236,0.09991108237005901,13.887640449438202,1601.2462500000001,9.739679422262288
