translation_id,attribute,local_count,other_count,log_odds_ratio,z_score
butler_1900,godlike,0.0,144.0,-3.284203299458281,-2.811404288146436
butler_1900,mighty,13.0,238.0,-0.846538381472373,-3.069414288335416
butler_1900,royal,1.0,135.0,-2.3682778422448925,-3.0894739287845705
butler_1900,fair,43.0,553.0,-0.5350383416023745,-3.4332597760908783
butler_1900,sacred,3.0,170.0,-1.8133994551602974,-3.4891498125813705
butler_1900,wide,3.0,170.0,-1.8133994551602974,-3.4891498125813705
butler_1900,bright,1.0,180.0,-2.6172354446656625,-3.491449981312613
butler_1900,divine,7.0,260.0,-1.5020282189076828,-4.169090940053914
butler_1900,deep,22.0,467.0,-1.019169166374772,-4.801854861402695
butler_1900,wise,12.0,599.0,-1.8332435014721806,-6.662177930052342
chapman_1616,free,64.0,53.0,1.862117283317755,10.086518341541089
chapman_1616,sacred,60.0,113.0,1.0408089733951673,6.55125406066313
chapman_1616,good,134.0,414.0,0.5563726280401151,5.62226800712717
chapman_1616,divine,76.0,191.0,0.7543583952037434,5.5905426496706765
chapman_1616,sad,36.0,63.0,1.1083365542345418,5.34589631016324
chapman_1616,huge,27.0,44.0,1.1776937377602108,4.8640433026514565
chapman_1616,aged,17.0,18.0,1.5993811454616331,4.803957060072444
chapman_1616,knowing,15.0,17.0,1.5328724186194993,4.401793193233307
chapman_1616,kind,41.0,100.0,0.7779503403382981,4.225867980676937
chapman_1616,pious,11.0,12.0,1.5691676088863327,3.8463833980405453
chapman_1616,cheerful,8.0,5.0,2.085387480484404,3.8171428396710834
chapman_1616,violent,8.0,7.0,1.7760191566199754,3.5505915803356785
chapman_1616,fair,125.0,471.0,0.34879334158737096,3.4839381092071426
chapman_1616,unjust,10.0,13.0,1.4011621190267816,3.4107388203873388
chapman_1616,bitter,20.0,43.0,0.9042044023735816,3.3822557915793117
chapman_1616,little,25.0,60.0,0.7939842079896797,3.370487565493922
chapman_1616,impious,9.0,11.0,1.4609075590209821,3.337448108249235
chapman_1616,high,74.0,256.0,0.4298374449020952,3.2759301837943853
chapman_1616,endless,6.0,5.0,1.8169660914412358,3.140915544947823
chapman_1616,false,8.0,10.0,1.4403016055805526,3.126587568891344
chapman_1616,ruddy,7.0,8.0,1.525856598834384,3.0504702454514416
chapman_1616,vast,11.0,19.0,1.1252921174615222,3.032060983514565
chapman_1616,honest,7.0,9.0,1.4148840505472347,2.9012018538540336
chapman_1616,just,39.0,124.0,0.5123639500811557,2.8136196780879903
chapman_1616,bold,21.0,55.0,0.7084383041003868,2.7955321651960934
chapman_1616,cruel,19.0,48.0,0.7450933842185563,2.78520354528562
chapman_1616,weak,6.0,9.0,1.2717314165599758,2.502477293329056
chapman_1616,small,10.0,21.0,0.9366972106337892,2.492942914451002
chapman_1616,strong,37.0,129.0,0.42003669579925784,2.2719643229861424
chapman_1616,foolish,8.0,17.0,0.9306116611152069,2.2303906822450505
chapman_1616,unwise,3.0,3.0,1.6490826593354138,2.1846005705845912
chapman_1616,great,137.0,613.0,0.17006424633555106,1.8093096843546306
chapman_1616,young,44.0,176.0,0.2814509958260225,1.6836445768765858
chapman_1616,stubborn,5.0,12.0,0.83107959810655,1.6276246400937908
chapman_1616,sable,12.0,39.0,0.5041627798418311,1.5578820890975653
chapman_1616,unhappy,13.0,44.0,0.4622085659282815,1.4918602038350615
chapman_1616,deceitful,1.0,1.0,1.6482597592163328,1.4289970816440727
chapman_1616,hopeful,1.0,1.0,1.6482597592163328,1.4289970816440727
chapman_1616,guiltless,3.0,7.0,0.8890490094910186,1.376062716340644
chapman_1616,servile,2.0,4.0,1.0624371888549318,1.349116075017553
chapman_1616,gold,30.0,125.0,0.24271771154780453,1.2065588506556353
chapman_1616,blue,6.0,20.0,0.504804880275687,1.1245101418851617
chapman_1616,hospitable,13.0,50.0,0.3359194904086271,1.099915653331637
chapman_1616,yellow,3.0,10.0,0.5538421527241217,0.8996036467004382
chapman_1616,old,101.0,484.0,0.09683334487591155,0.8906793336288694
chapman_1616,low,9.0,36.0,0.30864099777336573,0.8501753303351934
chapman_1616,vermilion,1.0,3.0,0.8032631281534712,0.8245915228509989
chapman_1616,patient,8.0,32.0,0.31331949885183974,0.8159478096406418
chapman_1616,green,5.0,20.0,0.3382111313408993,0.706519983513116
chapman_1616,base,8.0,34.0,0.25381111793835753,0.6651029341276088
chapman_1616,lovely,9.0,39.0,0.22990423234610713,0.6384682974427971
chapman_1616,royal,24.0,112.0,0.13200837315352842,0.5944224815340488
chapman_1616,violet,1.0,4.0,0.5529934464669033,0.5878739737170027
chapman_1616,white,18.0,83.0,0.14882046629930912,0.5813746172461737
chapman_1616,raging,3.0,13.0,0.30372168984943393,0.5079590017997532
chapman_1616,kingly,2.0,9.0,0.31829222169146654,0.4491492049018146
chapman_1616,fearful,1.0,5.0,0.35334737645475567,0.38466267410723015
chapman_1616,brilliant,0.0,1.0,0.5513247557822627,0.33807774961367437
chapman_1616,copper,0.0,1.0,0.5513247557822627,0.33807774961367437
chapman_1616,formidable,0.0,1.0,0.5513247557822627,0.33807774961367437
chapman_1616,merciless,0.0,1.0,0.5513247557822627,0.33807774961367437
chapman_1616,sun-bright,0.0,1.0,0.5513247557822627,0.33807774961367437
chapman_1616,tireless,0.0,1.0,0.5513247557822627,0.33807774961367437
chapman_1616,friendly,7.0,34.0,0.1290414756582683,0.32152460488316553
chapman_1616,silver,18.0,89.0,0.0793927275106947,0.31213311674135796
chapman_1616,dim,2.0,10.0,0.218788479816725,0.31194106023329665
chapman_1616,narrow,2.0,10.0,0.218788479816725,0.31194106023329665
chapman_1616,shrewd,2.0,10.0,0.218788479816725,0.31194106023329665
chapman_1616,angry,15.0,76.0,0.05929547898858978,0.21376060625309173
chapman_1616,ruthless,1.0,6.0,0.18730653295345867,0.20745737817876972
chapman_1616,blameless,3.0,16.0,0.10421138422143628,0.17776143335708483
chapman_1616,helpless,1.0,7.0,0.04521162500691389,0.05073948887616623
chapman_1616,immense,1.0,7.0,0.04521162500691389,0.05073948887616623
chapman_1616,boastful,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,chieftain,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,dazzling,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,despairing,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,sagacious,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,terrified,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,treacherous,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,wily,0.0,2.0,0.04345246609628539,0.028128136952604393
chapman_1616,mournful,2.0,13.0,-0.030811315949245355,-0.044941229977158034
chapman_1616,feeble,1.0,8.0,-0.07895072705209305,-0.08953175332956702
chapman_1616,long,99.0,531.0,-0.020558605794636975,-0.18906022823509616
chapman_1616,brown,0.0,3.0,-0.28995208515996485,-0.1926264942797887
chapman_1616,clever,0.0,3.0,-0.28995208515996485,-0.1926264942797887
chapman_1616,senseless,0.0,3.0,-0.28995208515996485,-0.1926264942797887
chapman_1616,glowing,1.0,9.0,-0.189179464043975,-0.2163603184876658
chapman_1616,subtle,1.0,9.0,-0.189179464043975,-0.2163603184876658
chapman_1616,red,5.0,32.0,-0.12008663453031687,-0.2617124823633857
chapman_1616,afraid,2.0,16.0,-0.2297902003698553,-0.34035623069953513
chapman_1616,joyful,2.0,16.0,-0.2297902003698553,-0.34035623069953513
chapman_1616,bright,27.0,154.0,-0.07056359835284187,-0.3425467050947979
chapman_1616,courageous,0.0,4.0,-0.538167756993114,-0.3631664073636936
chapman_1616,dark-haired,0.0,4.0,-0.538167756993114,-0.3631664073636936
chapman_1616,greedy,0.0,4.0,-0.538167756993114,-0.3631664073636936
chapman_1616,wrathful,0.0,4.0,-0.538167756993114,-0.3631664073636936
chapman_1616,crafty,4.0,28.0,-0.18889239710251626,-0.3742978756643018
chapman_1616,holy,4.0,29.0,-0.22310823211597874,-0.44320105534409054
chapman_1616,handsome,0.0,5.0,-0.7357312835402352,-0.5018548583569227
chapman_1616,purple,9.0,59.0,-0.178177446304411,-0.5126158461315323
chapman_1616,captain,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,crimson,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,gleaming,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,intelligent,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,melancholy,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,murky,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,queenly,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,reckless,0.0,6.0,-0.8996784592901204,-0.6186384600853196
chapman_1616,cunning,4.0,32.0,-0.31915039268764467,-0.6382327389240595
chapman_1616,weary,3.0,26.0,-0.36580991588529965,-0.6471258061968191
chapman_1616,wanton,2.0,20.0,-0.4446200721679503,-0.6680201611547829
chapman_1616,mighty,36.0,215.0,-0.12109051019620853,-0.6798680307568806
chapman_1616,ashen,1.0,14.0,-0.6070905227307879,-0.7131187268973624
chapman_1616,grieving,0.0,7.0,-1.039676665382939,-0.719474271913138
chapman_1616,loyal,0.0,7.0,-1.039676665382939,-0.719474271913138
chapman_1616,insolent,3.0,28.0,-0.4378272474102838,-0.7780693568528979
chapman_1616,keen,3.0,28.0,-0.4378272474102838,-0.7780693568528979
chapman_1616,powerful,0.0,8.0,-1.1617435347485685,-0.808200153028446
chapman_1616,sorrowful,0.0,8.0,-1.1617435347485685,-0.808200153028446
chapman_1616,trusty,0.0,8.0,-1.1617435347485685,-0.808200153028446
chapman_1616,black,28.0,175.0,-0.16294154434501174,-0.8109741824144061
chapman_1616,brave,19.0,124.0,-0.19835179249639,-0.8187643722839495
chapman_1616,fierce,9.0,66.0,-0.28886572129777743,-0.8376424912983093
chapman_1616,distressed,0.0,9.0,-1.2698804443086082,-0.8874285150222846
chapman_1616,dusky,0.0,9.0,-1.2698804443086082,-0.8874285150222846
chapman_1616,thoughtful,0.0,9.0,-1.2698804443086082,-0.8874285150222846
chapman_1616,wicked,3.0,30.0,-0.5049101388591701,-0.9009280002468069
chapman_1616,peaceful,1.0,17.0,-0.7921975049417576,-0.9396186997291394
chapman_1616,virtuous,1.0,17.0,-0.7921975049417576,-0.9396186997291394
chapman_1616,heroic,0.0,10.0,-1.3668834338559597,-0.9590154864590047
chapman_1616,boundless,2.0,25.0,-0.660102827460622,-1.004110691670168
chapman_1616,brazen,3.0,32.0,-0.5676858932090267,-1.016627194789103
chapman_1616,gray,6.0,52.0,-0.4304270505298078,-1.0419887305432458
chapman_1616,princely,0.0,12.0,-1.535102251615588,-1.0843917560955463
chapman_1616,golden,23.0,157.0,-0.2475370776076593,-1.1256131300800358
chapman_1616,happy,6.0,54.0,-0.46750520998127065,-1.134321018538125
chapman_1616,dauntless,0.0,13.0,-1.6090096495018944,-1.1400120832717378
chapman_1616,fair-haired,0.0,13.0,-1.6090096495018944,-1.1400120832717378
chapman_1616,shameless,3.0,35.0,-0.6548754411114821,-1.1784211028857583
chapman_1616,valiant,3.0,35.0,-0.6548754411114821,-1.1784211028857583
chapman_1616,youthful,0.0,15.0,-1.741080565912899,-1.2403150455226783
chapman_1616,woeful,1.0,22.0,-1.0386321521323802,-1.246166678278923
chapman_1616,gray-eyed,6.0,57.0,-0.5206267564481459,-1.2672032893923653
chapman_1616,warlike,0.0,16.0,-1.8005752481646153,-1.2859170445823405
chapman_1616,righteous,1.0,23.0,-1.08114530090561,-1.2995919872642656
chapman_1616,comely,1.0,24.0,-1.1218473088330558,-1.3508879348949663
chapman_1616,glittering,0.0,18.0,-1.9089624021775222,-1.3697415511638247
chapman_1616,guileful,0.0,18.0,-1.9089624021775222,-1.3697415511638247
chapman_1616,wine-dark,0.0,19.0,-1.9586085994013356,-1.4084883847755416
chapman_1616,radiant,0.0,20.0,-2.005630832964896,-1.4454089945530366
chapman_1616,able,3.0,42.0,-0.8322866361483046,-1.5112671213671187
chapman_1616,lawless,1.0,29.0,-1.3027295975584305,-1.5806007522443195
chapman_1616,rosy,3.0,44.0,-0.8775433578385199,-1.5969034489053513
chapman_1616,savage,1.0,30.0,-1.3351026801926036,-1.6220212085987267
chapman_1616,generous,0.0,27.0,-2.278733577122739,-1.6648799747525072
chapman_1616,furious,0.0,30.0,-2.3735570826206374,-1.7435156965010685
chapman_1616,anxious,0.0,31.0,-2.4029300726756206,-1.7681796654547703
chapman_1616,dark,18.0,150.0,-0.44083509150038314,-1.8013240712953429
chapman_1616,enduring,0.0,34.0,-2.485291121446979,-1.838188310204614
chapman_1616,splendid,0.0,40.0,-2.628645978416838,-1.9634465133960552
chapman_1616,prudent,1.0,40.0,-1.6091089025757288,-1.9766792809724292
chapman_1616,wise,80.0,531.0,-0.2404713797332052,-2.0217449437486428
chapman_1616,shining,0.0,54.0,-2.8870676195573504,-2.203303872872372
chapman_1616,ancient,3.0,61.0,-1.1949468538614596,-2.2052571228997495
chapman_1616,lordly,0.0,56.0,-2.917738201507891,-2.233272437080163
chapman_1616,rosy-fingered,0.0,57.0,-2.93260940439081,-2.247937640823354
chapman_1616,tall,2.0,59.0,-1.4889433372496477,-2.3502203676487934
chapman_1616,gentle,6.0,88.0,-0.9471349623383869,-2.356405516299311
chapman_1616,faithful,1.0,56.0,-1.9269714631418964,-2.3990451974517693
chapman_1616,steadfast,0.0,75.0,-3.1581113671560166,-2.4828852887237183
chapman_1616,beautiful,0.0,90.0,-3.30202197562536,-2.648285032442185
chapman_1616,bronze,0.0,111.0,-3.4608784643263366,-2.8500970099761234
chapman_1616,glad,9.0,137.0,-1.010086196873747,-3.046474448182845
chapman_1616,godlike,0.0,144.0,-3.6469313712747953,-3.121913462990833
chapman_1616,evil,0.0,239.0,-3.969435108939809,-3.743214847690142
chapman_1616,wide,6.0,167.0,-1.5735114200923892,-4.018008717734
chapman_1616,noble,10.0,222.0,-1.388433501257781,-4.472089995907693
chapman_1616,deep,29.0,460.0,-1.1057486398244278,-5.896377235281801
cowper_1791,deep,159.0,330.0,1.1220952830550397,11.662855795681892
cowper_1791,noble,79.0,153.0,1.1606157508669832,8.41619763947113
cowper_1791,prudent,23.0,18.0,2.0347128890386985,6.557125173344986
cowper_1791,splendid,22.0,18.0,1.990792607463849,6.353592765667203
cowper_1791,sable,25.0,26.0,1.7583090687726113,6.3487116861211685
cowper_1791,ancient,28.0,36.0,1.5508360043477598,6.214423031056024
cowper_1791,brave,47.0,96.0,1.0964774665252364,6.198987105848658
cowper_1791,rosy,21.0,26.0,1.5859232119289564,5.47288513345968
cowper_1791,brazen,17.0,18.0,1.7374003000469704,5.218516212515176
cowper_1791,dusky,7.0,2.0,2.8832537700342016,3.9577676218336904
cowper_1791,virtuous,9.0,9.0,1.789050138770035,3.9052072192927527
cowper_1791,immense,7.0,1.0,3.3911292329606484,3.8057504893296
cowper_1791,princely,7.0,5.0,2.09748582493022,3.7422138832422776
cowper_1791,shrewd,7.0,5.0,2.09748582493022,3.7422138832422776
cowper_1791,anxious,12.0,19.0,1.3465938367113717,3.7230000079018546
cowper_1791,long,120.0,510.0,0.3688878085729379,3.655581954256845
cowper_1791,dauntless,7.0,6.0,1.9308529052731798,3.608615779231984
cowper_1791,bright,42.0,139.0,0.6120204618924765,3.503318165998132
cowper_1791,joyful,8.0,10.0,1.577733404425956,3.4249226899351166
cowper_1791,ruthless,5.0,2.0,2.573380493274647,3.38015771274643
cowper_1791,warlike,7.0,9.0,1.5522506970083079,3.182870425364497
cowper_1791,royal,32.0,104.0,0.6300363483116946,3.145931866133019
cowper_1791,huge,19.0,52.0,0.8040562814241436,3.0394254139270034
cowper_1791,crimson,6.0,0.0,4.335130585011036,2.980929999698003
cowper_1791,heroic,5.0,5.0,1.7871388586585457,2.968056670743591
cowper_1791,subtle,5.0,5.0,1.7871388586585457,2.968056670743591
cowper_1791,mournful,6.0,9.0,1.4090351052958336,2.7726596281189275
cowper_1791,golden,38.0,142.0,0.4900090380887798,2.706485103791932
cowper_1791,courageous,4.0,0.0,3.972669779711537,2.6808373277528315
cowper_1791,radiant,7.0,13.0,1.201677842575858,2.643470305824654
cowper_1791,lovely,13.0,35.0,0.8256374111464977,2.5883377722564287
cowper_1791,wide,36.0,137.0,0.4718091989822306,2.542223820570248
cowper_1791,patient,11.0,29.0,0.8497266641381644,2.450036711937972
cowper_1791,keen,9.0,22.0,0.9286771942120149,2.4054955096012645
cowper_1791,intelligent,3.0,3.0,1.786185135835697,2.3662252736857594
cowper_1791,godlike,30.0,114.0,0.4739624186302125,2.3336240876956085
cowper_1791,base,11.0,31.0,0.784260225604668,2.2819615671494318
cowper_1791,despairing,2.0,0.0,3.3901007235300504,2.194517964142161
cowper_1791,terrified,2.0,0.0,3.3901007235300504,2.194517964142161
cowper_1791,weary,8.0,21.0,0.8627259435597043,2.1342560402264112
cowper_1791,blue,7.0,19.0,0.8349334911148043,1.9477809827367247
cowper_1791,shameless,9.0,29.0,0.6584868988997723,1.7700058835922388
cowper_1791,merciless,1.0,0.0,2.8817544925851593,1.7671201294234187
cowper_1791,sun-bright,1.0,0.0,2.8817544925851593,1.7671201294234187
cowper_1791,woeful,6.0,17.0,0.7998121353552232,1.7454291691268111
cowper_1791,divine,47.0,220.0,0.2628865588276623,1.6499460328864963
cowper_1791,glowing,3.0,7.0,1.0261599825286458,1.588281948333582
cowper_1791,dazzling,1.0,1.0,1.7852326871738091,1.5477489429456792
cowper_1791,sagacious,1.0,1.0,1.7852326871738091,1.5477489429456792
cowper_1791,wily,1.0,1.0,1.7852326871738091,1.5477489429456792
cowper_1791,violent,4.0,11.0,0.8510480535039653,1.5340232810506333
cowper_1791,gentle,18.0,76.0,0.3746198287766047,1.451053643112181
cowper_1791,kingly,3.0,8.0,0.9014332261381561,1.4223703863065138
cowper_1791,boundless,6.0,21.0,0.5946803944920394,1.3323482170523464
cowper_1791,valiant,8.0,30.0,0.5140934002269804,1.3295596578731907
cowper_1791,kind,25.0,116.0,0.27590199422148576,1.2668673098757215
cowper_1791,senseless,1.0,2.0,1.2756228381150923,1.2368395072416836
cowper_1791,unjust,5.0,18.0,0.577687542941498,1.1928929994571504
cowper_1791,ashen,3.0,12.0,0.5174111970428497,0.8581199199494537
cowper_1791,ruddy,3.0,12.0,0.5174111970428497,0.8581199199494537
cowper_1791,weak,3.0,12.0,0.5174111970428497,0.8581199199494537
cowper_1791,youthful,3.0,12.0,0.5174111970428497,0.8581199199494537
cowper_1791,sacred,28.0,145.0,0.16471057338823147,0.8075524680565934
cowper_1791,handsome,1.0,4.0,0.6899727432220004,0.7334933549499392
cowper_1791,happy,10.0,50.0,0.2225194167376081,0.6587108759684182
cowper_1791,stubborn,3.0,14.0,0.3697781433987686,0.6230080686521114
cowper_1791,furious,5.0,25.0,0.2582982583859046,0.5515169930220505
cowper_1791,fearful,1.0,5.0,0.49032879692518616,0.5337840289332778
cowper_1791,servile,1.0,5.0,0.49032879692518616,0.5337840289332778
cowper_1791,unwise,1.0,5.0,0.49032879692518616,0.5337840289332778
cowper_1791,bold,12.0,64.0,0.1526052010364669,0.49594510606997183
cowper_1791,faithful,9.0,48.0,0.16294841329048726,0.461229708825658
cowper_1791,green,4.0,21.0,0.22824818836200578,0.44202642320679564
cowper_1791,brilliant,0.0,1.0,0.6882351337902008,0.4220325367155278
cowper_1791,copper,0.0,1.0,0.6882351337902008,0.4220325367155278
cowper_1791,formidable,0.0,1.0,0.6882351337902008,0.4220325367155278
cowper_1791,tireless,0.0,1.0,0.6882351337902008,0.4220325367155278
cowper_1791,low,7.0,38.0,0.15728181599887758,0.39574001718482066
cowper_1791,sad,15.0,84.0,0.09795512943229578,0.35612304341567863
cowper_1791,impious,3.0,17.0,0.18288526524462867,0.3136026379568323
cowper_1791,gold,23.0,132.0,0.06464095852615337,0.2901593006332469
cowper_1791,helpless,1.0,7.0,0.18219729408287755,0.20447390632325296
cowper_1791,sorrowful,1.0,7.0,0.18219729408287755,0.20447390632325296
cowper_1791,hospitable,9.0,54.0,0.04679814497795842,0.13374024318324143
cowper_1791,glad,21.0,125.0,0.029814291069339305,0.12835796022029036
cowper_1791,boastful,0.0,2.0,0.180364966534178,0.11675586994034773
cowper_1791,chieftain,0.0,2.0,0.180364966534178,0.11675586994034773
cowper_1791,deceitful,0.0,2.0,0.180364966534178,0.11675586994034773
cowper_1791,hopeful,0.0,2.0,0.180364966534178,0.11675586994034773
cowper_1791,treacherous,0.0,2.0,0.180364966534178,0.11675586994034773
cowper_1791,little,12.0,73.0,0.022331997555278704,0.07334950342241654
cowper_1791,distressed,1.0,8.0,0.05803706691430044,0.06581523125827843
cowper_1791,lawless,4.0,26.0,0.020538483406480346,0.04047583573110145
cowper_1791,just,23.0,140.0,0.005816357765405122,0.026228100707786063
cowper_1791,savage,4.0,27.0,-0.016228985984255928,-0.03207333120840871
cowper_1791,small,4.0,27.0,-0.016228985984255928,-0.03207333120840871
cowper_1791,righteous,3.0,21.0,-0.0214451723215765,-0.03739030164074093
cowper_1791,guiltless,1.0,9.0,-0.052189544795225196,-0.059688014186341294
cowper_1791,brown,0.0,3.0,-0.15303746190087786,-0.10166876283431245
cowper_1791,clever,0.0,3.0,-0.15303746190087786,-0.10166876283431245
cowper_1791,knowing,4.0,28.0,-0.05167395831054833,-0.10239402495541883
cowper_1791,fierce,10.0,65.0,-0.036595041590964605,-0.11065443656955175
cowper_1791,purple,9.0,59.0,-0.040577868474886536,-0.11674237572655703
cowper_1791,peaceful,2.0,16.0,-0.09272277400120377,-0.1373373355707059
cowper_1791,blameless,2.0,17.0,-0.15100059521347742,-0.22457269642359137
cowper_1791,generous,3.0,24.0,-0.15093583787490417,-0.2656260066852806
cowper_1791,dark-haired,0.0,4.0,-0.40125101052147194,-0.2707722379287749
cowper_1791,greedy,0.0,4.0,-0.40125101052147194,-0.2707722379287749
cowper_1791,vermilion,0.0,4.0,-0.40125101052147194,-0.2707722379287749
cowper_1791,wrathful,0.0,4.0,-0.40125101052147194,-0.2707722379287749
cowper_1791,dim,1.0,11.0,-0.2412555767758544,-0.27954354877370713
cowper_1791,narrow,1.0,11.0,-0.2412555767758544,-0.27954354877370713
cowper_1791,cheerful,1.0,12.0,-0.3236461517614524,-0.3769517252031807
cowper_1791,yellow,1.0,12.0,-0.3236461517614524,-0.3769517252031807
cowper_1791,violet,0.0,5.0,-0.5988124134645689,-0.4084601615627695
cowper_1791,cruel,8.0,59.0,-0.1511737193782956,-0.4146510408739698
cowper_1791,able,5.0,40.0,-0.20121483198420798,-0.4454387635164895
cowper_1791,tall,7.0,54.0,-0.18823939849123583,-0.48620955677207695
cowper_1791,captain,0.0,6.0,-0.7627574652188454,-0.5244886090458274
cowper_1791,gleaming,0.0,6.0,-0.7627574652188454,-0.5244886090458274
cowper_1791,melancholy,0.0,6.0,-0.7627574652188454,-0.5244886090458274
cowper_1791,murky,0.0,6.0,-0.7627574652188454,-0.5244886090458274
cowper_1791,queenly,0.0,6.0,-0.7627574652188454,-0.5244886090458274
cowper_1791,reckless,0.0,6.0,-0.7627574652188454,-0.5244886090458274
cowper_1791,insolent,3.0,28.0,-0.3006715645309086,-0.5343279392095316
cowper_1791,grieving,0.0,7.0,-0.9027535469243553,-0.6247211008156784
cowper_1791,loyal,0.0,7.0,-0.9027535469243553,-0.6247211008156784
cowper_1791,friendly,4.0,37.0,-0.3236766442116288,-0.6531736367753925
cowper_1791,powerful,0.0,8.0,-1.0248182915108641,-0.7129441871218913
cowper_1791,trusty,0.0,8.0,-1.0248182915108641,-0.7129441871218913
cowper_1791,enduring,3.0,31.0,-0.3996398484498229,-0.7144212758562648
cowper_1791,afraid,1.0,17.0,-0.6551905693111397,-0.7771159426413351
cowper_1791,false,1.0,17.0,-0.6551905693111397,-0.7771159426413351
cowper_1791,glittering,1.0,17.0,-0.6551905693111397,-0.7771159426413351
cowper_1791,guileful,1.0,17.0,-0.6551905693111397,-0.7771159426413351
cowper_1791,feeble,0.0,9.0,-1.1329530758998594,-0.7917397816793251
cowper_1791,thoughtful,0.0,9.0,-1.1329530758998594,-0.7917397816793251
cowper_1791,silver,12.0,95.0,-0.23869799679306336,-0.7985813555668234
cowper_1791,red,3.0,34.0,-0.4895008376367951,-0.8794925864186449
cowper_1791,endless,0.0,11.0,-1.3178518196371458,-0.9279111074053337
cowper_1791,unhappy,5.0,52.0,-0.45829733987035404,-1.0304969504714503
cowper_1791,fair-haired,0.0,13.0,-1.4720737764874228,-1.0429905707418479
cowper_1791,foolish,1.0,24.0,-0.9848254632402735,-1.1858911866112158
cowper_1791,honest,0.0,16.0,-1.6636329925750468,-1.1881169772062738
cowper_1791,raging,0.0,16.0,-1.6636329925750468,-1.1881169772062738
cowper_1791,bitter,5.0,58.0,-0.5653081485442408,-1.2784533586541862
cowper_1791,wine-dark,0.0,19.0,-1.821659957701125,-1.3100049148242239
cowper_1791,vast,1.0,29.0,-1.16569709018236,-1.4143393234363142
cowper_1791,wanton,0.0,22.0,-1.955817781802474,-1.4153396823880504
cowper_1791,pious,0.0,23.0,-1.9963404376656326,-1.4475420119489228
cowper_1791,dark,17.0,151.0,-0.36448076804605556,-1.4539223308845808
cowper_1791,comely,0.0,25.0,-2.0721211501541372,-1.50829953676325
cowper_1791,wise,74.0,537.0,-0.18899915146217605,-1.5379821417562827
cowper_1791,aged,1.0,34.0,-1.3174506087249993,-1.608327180114303
cowper_1791,angry,7.0,84.0,-0.6231218982579501,-1.6504507391050047
cowper_1791,crafty,0.0,32.0,-2.294327234806328,-1.69118456905996
cowper_1791,holy,0.0,33.0,-2.321760222593249,-1.714333544374184
cowper_1791,wicked,0.0,33.0,-2.321760222593249,-1.714333544374184
cowper_1791,cunning,0.0,36.0,-2.3989622664484855,-1.780266323141533
cowper_1791,gray,2.0,56.0,-1.3016614100483528,-2.0504688236133535
cowper_1791,rosy-fingered,0.0,57.0,-2.7955795646252612,-2.1428999449529904
cowper_1791,free,8.0,109.0,-0.756314120417283,-2.1463832183042943
cowper_1791,shining,1.0,53.0,-1.7381339871617154,-2.159036935259115
cowper_1791,beautiful,5.0,85.0,-0.9394525745723055,-2.1624638189838
cowper_1791,lordly,1.0,55.0,-1.7729597630094895,-2.205653068372855
cowper_1791,gray-eyed,0.0,63.0,-2.878942365137098,-2.2259458868221613
cowper_1791,young,19.0,201.0,-0.5423967563076784,-2.3064452002687132
cowper_1791,steadfast,0.0,75.0,-3.0210428651681314,-2.375122981582665
cowper_1791,white,4.0,97.0,-1.2634720315461294,-2.666241742999622
cowper_1791,bronze,0.0,111.0,-3.323732248746813,-2.7371545813465685
cowper_1791,strong,10.0,156.0,-0.902212279622046,-2.864437602540966
cowper_1791,fair,57.0,539.0,-0.45845277858472233,-3.3303181216574673
cowper_1791,high,24.0,306.0,-0.7373381963473529,-3.5479423811435256
cowper_1791,mighty,15.0,236.0,-0.9298852871244798,-3.590705786131449
cowper_1791,black,6.0,197.0,-1.5962722950025916,-4.102539988518021
cowper_1791,old,49.0,536.0,-0.6047295128470855,-4.107261387149241
cowper_1791,evil,8.0,231.0,-1.493879466084275,-4.371776098031033
cowper_1791,good,37.0,511.0,-0.8346415330955272,-4.9885449998956455
cowper_1791,great,24.0,726.0,-1.6150294363192241,-8.051395097339404
murray_1919,evil,105.0,134.0,1.2020981690523564,9.258739482783492
murray_1919,beautiful,57.0,33.0,1.9720670356861807,9.090057487472013
murray_1919,wise,202.0,409.0,0.7572287492209688,8.832525656811029
murray_1919,enduring,25.0,9.0,2.40617960294661,6.345734442699827
murray_1919,bronze,47.0,64.0,1.121300907292977,5.87460740426059
murray_1919,black,66.0,137.0,0.7030646418176656,4.71678070850597
