translation_id,attribute,local_count,other_count,log_odds_ratio,z_score
butcher_lang_1879,enduring,1.0,33.0,-1.7817557344689678,-2.1726506306764017
butcher_lang_1879,friendly,2.0,39.0,-1.4459417338818232,-2.2451300899105195
butcher_lang_1879,happy,5.0,55.0,-1.006986431078194,-2.271056150755674
butcher_lang_1879,base,2.0,40.0,-1.4704062339062451,-2.2855229775628607
butcher_lang_1879,sable,0.0,51.0,-3.1942769716905373,-2.426891248970709
butcher_lang_1879,young,32.0,188.0,-0.46370324142510144,-2.4532928565736527
butcher_lang_1879,unhappy,0.0,57.0,-3.288367229337158,-2.5206372388390217
butcher_lang_1879,rosy,1.0,46.0,-2.097380675256658,-2.5905351367120257
butcher_lang_1879,long,109.0,521.0,-0.2741703455927693,-2.6187974694500973
butcher_lang_1879,divine,39.0,228.0,-0.46264719118592756,-2.697917822500505
butcher_lang_1879,beautiful,8.0,82.0,-0.9702987913252983,-2.7148745409516257
butcher_lang_1879,bright,23.0,158.0,-0.613330318639906,-2.7902037535970288
butcher_lang_1879,fierce,5.0,70.0,-1.2433652872170518,-2.837620297516985
butcher_lang_1879,faithful,1.0,56.0,-2.282849771084398,-2.842107360995522
butcher_lang_1879,free,11.0,106.0,-0.9254190300272587,-3.0040373229738835
butcher_lang_1879,bold,4.0,72.0,-1.4673629416535494,-3.0597078736991143
butcher_lang_1879,huge,3.0,68.0,-1.6564533209881427,-3.07027247016759
butcher_lang_1879,brave,12.0,131.0,-1.053085522963734,-3.588583993746521
butcher_lang_1879,sad,2.0,97.0,-2.3190893955941014,-3.7336256194533495
butcher_lang_1879,royal,1.0,135.0,-3.0875821380139508,-4.027823234343566
butcher_lang_1879,sacred,12.0,161.0,-1.25786048084416,-4.3296614889260185
butcher_lang_1879,kind,6.0,135.0,-1.723217755176968,-4.364038219925035
butcher_lang_1879,just,9.0,154.0,-1.4830517242309265,-4.495352775297259
butler_1900,good,129.0,419.0,0.8937704303909282,8.916601322551456
butler_1900,wicked,24.0,9.0,2.969698074417259,7.7882839391198875
butler_1900,just,51.0,112.0,1.2569548621092594,7.487070826555032
butler_1900,old,121.0,464.0,0.7187452582817584,7.077103491255889
butler_1900,young,59.0,161.0,1.0420231232405706,6.888380993226842
butler_1900,able,22.0,23.0,1.9797529145323862,6.722869123412475
butler_1900,angry,31.0,60.0,1.3756591923524266,6.273490559637392
butler_1900,rosy-fingered,21.0,36.0,1.49372134086346,5.504541865805614
butler_1900,afraid,10.0,8.0,2.226708273649913,4.83370870445923
butler_1900,great,126.0,624.0,0.4533171771704292,4.668903101594815
