event_id,translation_id,year,target,attribute,category,extraction_confidence
207ceaa320399b88d849,butcher_lang_1879,1879,ZEUS,evil,moral_evaluation,0.5771
4f83467054615c8c80c5,butcher_lang_1879,1879,MIND,great,scale_intensity,0.8597
01ab1ec3fec4fc2d657c,butcher_lang_1879,1879,ALCINOUS,fair,appearance_age,0.5771
bdd0ad9d15c68777bfa8,butcher_lang_1879,1879,GENERIC_MAN,helpless,agency_capacity,0.8856
4bb840a9ddfec7554eb7,butcher_lang_1879,1879,ZEUS,little,scale_intensity,0.8358
a436c96fdb9eda68a89b,butcher_lang_1879,1879,MIND,high,scale_intensity,0.8597
98f50e32e65794c20d5f,butcher_lang_1879,1879,ALCINOUS,golden,color_material,0.5771
d08f57e6c6aaef6552ec,butcher_lang_1879,1879,GENERIC_STRANGER,long,scale_intensity,0.8557
5dc51a9132da73362d0a,butcher_lang_1879,1879,ZEUS,mighty,scale_intensity,0.8358
bad51386458b05987eb3,butcher_lang_1879,1879,SEA,deep,scale_intensity,0.7363
2dd23efa26603fc051d4,butcher_lang_1879,1879,GENERIC_MAN,gold,color_material,0.6368
60aaba5d7accf025a22f,butcher_lang_1879,1879,ODYSSEUS,fair,appearance_age,0.5771
c6259ee3c00bd5575f71,butcher_lang_1879,1879,ODYSSEUS,glowing,luminosity,0.8358
e297c866b2f609b70de4,butcher_lang_1879,1879,ODYSSEUS,white,color_hue,0.5771
f39046993bdfc351513b,butcher_lang_1879,1879,PHAEACIANS,godlike,moral_evaluation,0.9552
0fd5e550f071be3d2e43,butcher_lang_1879,1879,SKY,wide,scale_intensity,0.9552
a086f12d5ff69dbcc2a4,butcher_lang_1879,1879,ODYSSEUS,steadfast,behavior_disposition,0.8597
3608e0e53a30b457c7e5,butcher_lang_1879,1879,NAUSICAA,white,color_hue,0.7363
d03c27ed85ea0f6b953d,butcher_lang_1879,1879,GENERIC_FATHER,wise,cognitive_evaluation,0.7701
4d1042c11d0d6cc8989f,butcher_lang_1879,1879,GENERIC_CITY,high,scale_intensity,0.7363
e8bdc10e7a05906b9882,butcher_lang_1879,1879,EARTH,deep,scale_intensity,0.8597
b100196a8acbe48d4911,butcher_lang_1879,1879,SHIP,black,color_hue,0.9552
fff15cecc54416fd96af,butcher_lang_1879,1879,SEA,gray,color_hue,0.9552
937b7cd4a74e8a4ff169,butcher_lang_1879,1879,GENERIC_MAN,insolent,behavior_disposition,0.8856
725ff553af6f4682adf2,butcher_lang_1879,1879,GENERIC_STRANGER,tall,appearance_age,0.7701
af8c601c232feda5128f,butcher_lang_1879,1879,SUITORS,noble,moral_evaluation,0.8597
ff5bfeafec69280e6761,butcher_lang_1879,1879,ATHENA,fair,appearance_age,0.9552
38e2c6855127723c37b7,butcher_lang_1879,1879,MIND,high,scale_intensity,0.8597
63710422d0116d4e2584,butcher_lang_1879,1879,FIRE,purple,color_hue,0.7522
e1c9a0175f268bc29e3f,butcher_lang_1879,1879,ODYSSEUS,wise,cognitive_evaluation,0.5771
4d6e87c93d18681859df,butcher_lang_1879,1879,ATHENA,sacred,moral_evaluation,0.9552
1c70ccb8131bb4a632cd,butcher_lang_1879,1879,ZEUS,mighty,scale_intensity,0.8597
2d9cafae2281db2654d9,butcher_lang_1879,1879,ODYSSEUS,godlike,moral_evaluation,0.9552
b05f8baec15bb8f58a23,butcher_lang_1879,1879,ODYSSEUS,steadfast,behavior_disposition,0.9552
d26c9b8f854368c96334,butcher_lang_1879,1879,ODYSSEUS,strong,agency_capacity,0.8358
a06e8b23345a7d60b605,butcher_lang_1879,1879,ALCINOUS,aged,appearance_age,0.5771
f2372a1475608cbbaf97,butcher_lang_1879,1879,NAUSICAA,white,color_hue,0.9552
47f8bea575ba969c5246,butcher_lang_1879,1879,MIND,high,scale_intensity,0.8597
0470a8cc609d8ba2dc01,butcher_lang_1879,1879,ODYSSEUS,deep,scale_intensity,0.8597
